source,className,locString,mapName,gameMode
"weapon","mp_titanability_tether_trap","#DEATH_HINT_TETHER_TRAP_001_MP","",""
"weapon","mp_titancore_flame_wave","#DEATH_HINT_FLAME_CORE_001_MP","",""
"weapon","mp_titancore_flight_core","#DEATH_HINT_FLIGHT_CORE_001_MP","",""
"weapon","mp_titancore_laser_cannon","#DEATH_HINT_LASER_CANNON_001_MP","",""
"weapon","mp_titancore_salvo_core","#DEATH_HINT_SALVO_CORE_001_MP","",""
"weapon","mp_titancore_shift_core","#DEATH_HINT_SHIFT_CORE_001","",""
"weapon","mp_titancore_siege_mode","#DEATH_HINT_SMART_CORE_001_MP","",""
"weapon","mp_titanweapon_arc_wave","#DEATH_HINT_ARC_WAVE_001","",""
"weapon","mp_titanweapon_flame_wall","#DEATH_HINT_FIREWALL_001_MP","",""
"weapon","mp_titanweapon_heat_shield","#DEATH_HINT_HEAT_SHIELD_001_MP","",""
"weapon","mp_titanweapon_laser_lite","#DEATH_HINT_LASER_SHOT_001_MP","",""
"weapon","mp_titanweapon_leadwall","#DEATH_HINT_LEADWALL_001","",""
"weapon","mp_titanweapon_leadwall","#DEATH_HINT_LEADWALL_002","",""
"weapon","mp_titanweapon_leadwall","#DEATH_HINT_LEADWALL_003","",""
"weapon","mp_titanweapon_leadwall","#DEATH_HINT_LEADWALL_004","",""
"weapon","mp_titanweapon_meteor","#DEATH_HINT_THERMITE_LAUNCHER_001","",""
"weapon","mp_titanweapon_meteor","#DEATH_HINT_THERMITE_LAUNCHER_002","",""
"weapon","mp_titanweapon_meteor","#DEATH_HINT_THERMITE_LAUNCHER_003","",""
"weapon","mp_titanweapon_meteor","#DEATH_HINT_THERMITE_LAUNCHER_004","",""
"weapon","mp_titanweapon_meteor","#DEATH_HINT_THERMITE_LAUNCHER_005","",""
"weapon","mp_titanweapon_particle_accelerator","#DEATH_HINT_SPLITTER_RIFLE_001","",""
"weapon","mp_titanweapon_particle_accelerator","#DEATH_HINT_SPLITTER_RIFLE_002","",""
"weapon","mp_titanweapon_particle_accelerator","#DEATH_HINT_SPLITTER_RIFLE_003","",""
"weapon","mp_titanweapon_particle_accelerator","#DEATH_HINT_SPLITTER_RIFLE_004","",""
"weapon","mp_titanweapon_predator_cannon","#DEATH_HINT_PREDATOR_CANNON_001","",""
"weapon","mp_titanweapon_predator_cannon","#DEATH_HINT_PREDATOR_CANNON_002","",""
"weapon","mp_titanweapon_predator_cannon","#DEATH_HINT_PREDATOR_CANNON_003","",""
"weapon","mp_titanweapon_predator_cannon","#DEATH_HINT_PREDATOR_CANNON_004","",""
"weapon","mp_titanweapon_predator_cannon","#DEATH_HINT_PREDATOR_CANNON_005","",""
"weapon","mp_titanweapon_sniper","#DEATH_HINT_PLASMA_RAILGUN_001","",""
"weapon","mp_titanweapon_sniper","#DEATH_HINT_PLASMA_RAILGUN_002","",""
"weapon","mp_titanweapon_sniper","#DEATH_HINT_PLASMA_RAILGUN_003","",""
"weapon","mp_titanweapon_sniper","#DEATH_HINT_PLASMA_RAILGUN_004","",""
"weapon","mp_titanweapon_sniper","#DEATH_HINT_PLASMA_RAILGUN_005","",""
"weapon","mp_titanweapon_sticky_40mm","#DEATH_HINT_40MM_TRACKER_001","",""
"weapon","mp_titanweapon_sticky_40mm","#DEATH_HINT_40MM_TRACKER_002","",""
"weapon","mp_titanweapon_sticky_40mm","#DEATH_HINT_40MM_TRACKER_003","",""
"weapon","mp_titanweapon_sticky_40mm","#DEATH_HINT_40MM_TRACKER_004","",""
"weapon","mp_titanweapon_sticky_40mm","#DEATH_HINT_40MM_TRACKER_005","",""
"weapon","mp_titanweapon_sticky_40mm","#DEATH_HINT_40MM_TRACKER_006","",""
"weapon","mp_titanweapon_tracker_rockets","#DEATH_HINT_TRACKING_ROCKETS_001_MP","",""
"weapon","mp_titanweapon_tracker_rockets","#DEATH_HINT_TRACKING_ROCKETS_002_MP","",""
"weapon","mp_titanweapon_tracker_rockets","#DEATH_HINT_TRACKING_ROCKETS_003","",""
"weapon","mp_titanweapon_vortex_shield","#DEATH_HINT_VORTEX_SHIELD_001","",""
"weapon","mp_titanweapon_vortex_shield","#DEATH_HINT_VORTEX_SHIELD_002_MP","",""
"weapon","mp_weapon_alternator_smg","#DEATH_HINT_ALTERNATOR_001","",""
"weapon","mp_weapon_alternator_smg","#DEATH_HINT_ALTERNATOR_002","",""
"weapon","mp_weapon_arc_launcher","#DEATH_HINT_ARCLAUNCHER_001","",""
"weapon","mp_weapon_arc_launcher","#DEATH_HINT_ARCLAUNCHER_002","",""
"weapon","mp_weapon_arc_launcher","#DEATH_HINT_ARCLAUNCHER_003","",""
"weapon","mp_weapon_arc_launcher","#DEATH_HINT_ARCLAUNCHER_004","",""
"weapon","mp_weapon_autopistol","#DEATH_HINT_RE45_001","",""
"weapon","mp_weapon_autopistol","#DEATH_HINT_RE45_002","",""
"weapon","mp_weapon_autopistol","#DEATH_HINT_RE45_003","",""
"weapon","mp_weapon_car","#DEATH_HINT_CAR_001","",""
"weapon","mp_weapon_car","#DEATH_HINT_CAR_002","",""
"weapon","mp_weapon_defender","#DEATH_HINT_CHARGERIFLE_001","",""
"weapon","mp_weapon_defender","#DEATH_HINT_CHARGERIFLE_002","",""
"weapon","mp_weapon_defender","#DEATH_HINT_CHARGERIFLE_003","",""
"weapon","mp_weapon_defender","#DEATH_HINT_CHARGERIFLE_004","",""
"weapon","mp_weapon_defender","#DEATH_HINT_CHARGERIFLE_005","",""
"weapon","mp_weapon_defender","#DEATH_HINT_CHARGERIFLE_006","",""
"weapon","mp_weapon_deployable_cover","#DEATH_HINT_AWALL_001","",""
"weapon","mp_weapon_deployable_cover","#DEATH_HINT_AWALL_002","",""
"weapon","mp_weapon_deployable_cover","#DEATH_HINT_AWALL_003","",""
"weapon","mp_weapon_deployable_cover","#DEATH_HINT_AWALL_004","",""
"weapon","mp_weapon_deployable_cover","#DEATH_HINT_AWALL_005","",""
"weapon","mp_weapon_deployable_cover","#DEATH_HINT_AWALL_006","",""
"weapon","mp_weapon_dmr","#DEATH_HINT_DMR_001","",""
"weapon","mp_weapon_dmr","#DEATH_HINT_DMR_002","",""
"weapon","mp_weapon_dmr","#DEATH_HINT_DMR_003","",""
"weapon","mp_weapon_dmr","#DEATH_HINT_DMR_004","",""
"weapon","mp_weapon_dmr","#DEATH_HINT_DMR_005","",""
"weapon","mp_weapon_dmr","#DEATH_HINT_DMR_006","",""
"weapon","mp_weapon_doubletake","#DEATH_HINT_DOUBLETAKE_001","",""
"weapon","mp_weapon_doubletake","#DEATH_HINT_DOUBLETAKE_002","",""
"weapon","mp_weapon_doubletake","#DEATH_HINT_DOUBLETAKE_003","",""
"weapon","mp_weapon_doubletake","#DEATH_HINT_DOUBLETAKE_004","",""
"weapon","mp_weapon_doubletake","#DEATH_HINT_DOUBLETAKE_005","",""
"weapon","mp_weapon_doubletake","#DEATH_HINT_DOUBLETAKE_006","",""
"weapon","mp_weapon_doubletake","#DEATH_HINT_DOUBLETAKE_007","",""
"weapon","mp_weapon_epg","#DEATH_HINT_EPG1_001","",""
"weapon","mp_weapon_epg","#DEATH_HINT_EPG1_002","",""
"weapon","mp_weapon_epg","#DEATH_HINT_EPG1_003","",""
"weapon","mp_weapon_epg","#DEATH_HINT_EPG1_004","",""
"weapon","mp_weapon_epg","#DEATH_HINT_EPG1_005","",""
"weapon","mp_weapon_epg","#DEATH_HINT_EPG1_006","",""
"weapon","mp_weapon_epg","#DEATH_HINT_EPG1_007","",""
"weapon","mp_weapon_epg","#DEATH_HINT_EPG1_008","",""
"weapon","mp_weapon_esaw","#DEATH_HINT_DEVOTION_001","",""
"weapon","mp_weapon_esaw","#DEATH_HINT_DEVOTION_002","",""
"weapon","mp_weapon_esaw","#DEATH_HINT_DEVOTION_003","",""
"weapon","mp_weapon_esaw","#DEATH_HINT_DEVOTION_004","",""
"weapon","mp_weapon_frag_drone","#DEATH_HINT_FRAG_DRONE_001","",""
"weapon","mp_weapon_frag_grenade","#DEATH_HINT_GRENADE_FRAG_001","",""
"weapon","mp_weapon_frag_grenade","#DEATH_HINT_GRENADE_FRAG_002","",""
"weapon","mp_weapon_frag_grenade","#DEATH_HINT_GRENADE_FRAG_003","",""
"weapon","mp_weapon_frag_grenade","#DEATH_HINT_GRENADE_FRAG_004","",""
"weapon","mp_weapon_frag_grenade","#DEATH_HINT_GRENADE_FRAG_005","",""
"weapon","mp_weapon_frag_grenade","#DEATH_HINT_GRENADE_FRAG_006","",""
"weapon","mp_weapon_frag_grenade","#DEATH_HINT_GRENADE_FRAG_007","",""
"weapon","mp_weapon_g2","#DEATH_HINT_G2_001","",""
"weapon","mp_weapon_g3","#DEATH_HINT_G2_002","",""
"weapon","mp_weapon_g4","#DEATH_HINT_G2_003","",""
"weapon","mp_weapon_g5","#DEATH_HINT_G2_004","",""
"weapon","mp_weapon_grenade_electric_smoke","#DEATH_HINT_GRENADE_ELECTRIC_SMOKE_001","",""
"weapon","mp_weapon_grenade_electric_smoke","#DEATH_HINT_GRENADE_ELECTRIC_SMOKE_002","",""
"weapon","mp_weapon_grenade_electric_smoke","#DEATH_HINT_GRENADE_ELECTRIC_SMOKE_003","",""
"weapon","mp_weapon_grenade_electric_smoke","#DEATH_HINT_GRENADE_ELECTRIC_SMOKE_004","",""
"weapon","mp_weapon_grenade_emp","#DEATH_HINT_GRENADE_EMP_001","",""
"weapon","mp_weapon_grenade_emp","#DEATH_HINT_GRENADE_EMP_002","",""
"weapon","mp_weapon_grenade_emp","#DEATH_HINT_GRENADE_EMP_003","",""
"weapon","mp_weapon_grenade_emp","#DEATH_HINT_GRENADE_EMP_004","",""
"weapon","mp_weapon_grenade_emp","#DEATH_HINT_GRENADE_EMP_005","",""
"weapon","mp_weapon_grenade_gravity","#DEATH_HINT_GRENADE_GRAVITY_001","",""
"weapon","mp_weapon_grenade_gravity","#DEATH_HINT_GRENADE_GRAVITY_002","",""
"weapon","mp_weapon_grenade_gravity","#DEATH_HINT_GRENADE_GRAVITY_003","",""
"weapon","mp_weapon_grenade_gravity","#DEATH_HINT_GRENADE_GRAVITY_004","",""
"weapon","mp_weapon_grenade_gravity","#DEATH_HINT_GRENADE_GRAVITY_005","",""
"weapon","mp_weapon_grenade_sonar","#DEATH_HINT_GRENADE_SONAR_001","",""
"weapon","mp_weapon_grenade_sonar","#DEATH_HINT_GRENADE_SONAR_002","",""
"weapon","mp_weapon_grenade_sonar","#DEATH_HINT_GRENADE_SONAR_003","",""
"weapon","mp_weapon_grenade_sonar","#DEATH_HINT_GRENADE_SONAR_004","",""
"weapon","mp_weapon_hemlok","#DEATH_HINT_HEMLOK_001","",""
"weapon","mp_weapon_hemlok","#DEATH_HINT_HEMLOK_002","",""
"weapon","mp_weapon_hemlok_smg","#DEATH_HINT_VOLT_001","",""
"weapon","mp_weapon_hemlok_smg","#DEATH_HINT_VOLT_002","",""
"weapon","mp_weapon_lmg","#DEATH_HINT_SPITFIRE_001","",""
"weapon","mp_weapon_lmg","#DEATH_HINT_SPITFIRE_002","",""
"weapon","mp_weapon_lmg","#DEATH_HINT_SPITFIRE_003","",""
"weapon","mp_weapon_lmg","#DEATH_HINT_SPITFIRE_004","",""
"weapon","mp_weapon_lmg","#DEATH_HINT_SPITFIRE_005","",""
"weapon","mp_weapon_lmg","#DEATH_HINT_SPITFIRE_006","",""
"weapon","mp_weapon_lmg","#DEATH_HINT_SPITFIRE_007","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_001","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_002","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_003","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_004","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_005","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_006","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_007","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_008","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_009","",""
"weapon","mp_weapon_lstar","#DEATH_HINT_LSTAR_010","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_001","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_002","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_003","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_004","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_005","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_006","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_007","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_008","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_009","",""
"weapon","mp_weapon_mastiff","#DEATH_HINT_MASTIFF_010","",""
"weapon","mp_weapon_mgl","#DEATH_HINT_MGL_001","",""
"weapon","mp_weapon_mgl","#DEATH_HINT_MGL_002","",""
"weapon","mp_weapon_mgl","#DEATH_HINT_MGL_003","",""
"weapon","mp_weapon_mgl","#DEATH_HINT_MGL_004","",""
"weapon","mp_weapon_mgl","#DEATH_HINT_MGL_005","",""
"weapon","mp_weapon_mgl","#DEATH_HINT_MGL_006","",""
"weapon","mp_weapon_mgl","#DEATH_HINT_MGL_007","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_001","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_002","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_003","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_004","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_005","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_006","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_007","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_008","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_009","",""
"weapon","mp_weapon_pulse_lmg","#DEATH_HINT_COLDWAR_010","",""
"weapon","mp_weapon_r97","#DEATH_HINT_97_001","",""
"weapon","mp_weapon_r97","#DEATH_HINT_97_002","",""
"weapon","mp_weapon_r97","#DEATH_HINT_97_003","",""
"weapon","mp_weapon_r97","#DEATH_HINT_97_004","",""
"weapon","mp_weapon_rocket_launcher","#DEATH_HINT_ARCHER_001","",""
"weapon","mp_weapon_rocket_launcher","#DEATH_HINT_ARCHER_002","",""
"weapon","mp_weapon_rocket_launcher","#DEATH_HINT_ARCHER_003","",""
"weapon","mp_weapon_rocket_launcher","#DEATH_HINT_ARCHER_004","",""
"weapon","mp_weapon_rocket_launcher","#DEATH_HINT_ARCHER_005","",""
"weapon","mp_weapon_rspn101","#DEATH_HINT_102_001","",""
"weapon","mp_weapon_rspn102","#DEATH_HINT_102_002","",""
"weapon","mp_weapon_satchel","#DEATH_HINT_SATCHEL_001","",""
"weapon","mp_weapon_satchel","#DEATH_HINT_SATCHEL_002","",""
"weapon","mp_weapon_satchel","#DEATH_HINT_SATCHEL_003","",""
"weapon","mp_weapon_semipistol","#DEATH_HINT_P2011_001","",""
"weapon","mp_weapon_semipistol","#DEATH_HINT_P2011_002","",""
"weapon","mp_weapon_semipistol","#DEATH_HINT_P2011_003","",""
"weapon","mp_weapon_shotgun","#DEATH_HINT_EVA8_001","",""
"weapon","mp_weapon_shotgun","#DEATH_HINT_EVA8_002","",""
"weapon","mp_weapon_shotgun","#DEATH_HINT_EVA8_003","",""
"weapon","mp_weapon_shotgun","#DEATH_HINT_EVA8_004","",""
"weapon","mp_weapon_shotgun","#DEATH_HINT_EVA8_005","",""
"weapon","mp_weapon_shotgun","#DEATH_HINT_EVA8_006","",""
"weapon","mp_weapon_shotgun","#DEATH_HINT_EVA8_007","",""
"weapon","mp_weapon_shotgun_pistol","#DEATH_HINT_MOZAMBIQUE_001","",""
"weapon","mp_weapon_shotgun_pistol","#DEATH_HINT_MOZAMBIQUE_002","",""
"weapon","mp_weapon_shotgun_pistol","#DEATH_HINT_MOZAMBIQUE_003","",""
"weapon","mp_weapon_smart_pistol","#DEATH_HINT_SMARTPISTOL_001","",""
"weapon","mp_weapon_smart_pistol","#DEATH_HINT_SMARTPISTOL_002","",""
"weapon","mp_weapon_smart_pistol","#DEATH_HINT_SMARTPISTOL_003","",""
"weapon","mp_weapon_smart_pistol","#DEATH_HINT_SMARTPISTOL_004","",""
"weapon","mp_weapon_smart_pistol","#DEATH_HINT_SMARTPISTOL_005","",""
"weapon","mp_weapon_smart_pistol","#DEATH_HINT_SMARTPISTOL_006","",""
"weapon","mp_weapon_smr","#DEATH_HINT_SMR_001","",""
"weapon","mp_weapon_smr","#DEATH_HINT_SMR_002","",""
"weapon","mp_weapon_smr","#DEATH_HINT_SMR_003","",""
"weapon","mp_weapon_smr","#DEATH_HINT_SMR_004","",""
"weapon","mp_weapon_smr","#DEATH_HINT_SMR_005","",""
"weapon","mp_weapon_smr","#DEATH_HINT_SMR_006","",""
"weapon","mp_weapon_smr","#DEATH_HINT_SMR_007","",""
"weapon","mp_weapon_smr","#DEATH_HINT_SMR_008","",""
"weapon","mp_weapon_sniper","#DEATH_HINT_KRABER_001","",""
"weapon","mp_weapon_sniper","#DEATH_HINT_KRABER_002","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_001","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_002","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_003","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_004","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_005","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_006","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_007","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_008","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_009","",""
"weapon","mp_weapon_softball","#DEATH_HINT_SOFTBALL_010","",""
"weapon","mp_weapon_thermite_grenade","#DEATH_HINT_GRENADE_THERMITE_001","",""
"weapon","mp_weapon_thermite_grenade","#DEATH_HINT_GRENADE_THERMITE_002","",""
"weapon","mp_weapon_thermite_grenade","#DEATH_HINT_GRENADE_THERMITE_003","",""
"weapon","mp_weapon_thermite_grenade","#DEATH_HINT_GRENADE_THERMITE_004","",""
"weapon","mp_weapon_vinson","#DEATH_HINT_VINSON_001","",""
"weapon","mp_weapon_vinson","#DEATH_HINT_VINSON_002","",""
"weapon","mp_weapon_vinson","#DEATH_HINT_VINSON_003","",""
"weapon","mp_weapon_wingman","#DEATH_HINT_WINGMAN_001","",""
"weapon","mp_weapon_wingman","#DEATH_HINT_WINGMAN_002","",""
"weapon","mp_weapon_wingman","#DEATH_HINT_WINGMAN_003","",""
"weapon","mp_weapon_wingman","#DEATH_HINT_WINGMAN_004","",""
"weapon","mp_weapon_wingman_n","#DEATH_HINT_WINGMAN_N_001","",""
"weapon","pas_power_cell","#DEATH_HINT_POWER_CELL_001","",""
"weapon","pas_fast_health_regen","#DEATH_HINT_FAST_REGEN_001","",""
"weapon","pas_ordnance_pack","#DEATH_HINT_ORDNANCE_EXPERT_001","",""
"weapon","pas_ordnance_pack","#DEATH_HINT_ORDNANCE_EXPERT_002","",""
"weapon","pas_ordnance_pack","#DEATH_HINT_ORDNANCE_EXPERT_003","",""
"weapon","pas_ordnance_pack","#DEATH_HINT_ORDNANCE_EXPERT_004","",""
"weapon","pas_fast_embark","#DEATH_HINT_PHASE_EMBARK_001","",""
"weapon","pas_fast_embark","#DEATH_HINT_PHASE_EMBARK_002","",""
"weapon","pas_fast_embark","#DEATH_HINT_PHASE_EMBARK_003","",""
"weapon","pas_enemy_death_icons","#DEATH_HINT_KILL_REPORT_001","",""
"weapon","pas_enemy_death_icons","#DEATH_HINT_KILL_REPORT_002","",""
"weapon","pas_enemy_death_icons","#DEATH_HINT_KILL_REPORT_003","",""
"weapon","pas_wallhang","#DEATH_HINT_WALLHANG_001","",""
"weapon","pas_wallhang","#DEATH_HINT_WALLHANG_002","",""
"weapon","pas_ads_hover","#DEATH_HINT_HOVER_001","",""
"weapon","pas_ads_hover","#DEATH_HINT_HOVER_002","",""
"weapon","pas_ads_hover","#DEATH_HINT_HOVER_003","",""
"weapon","pas_ads_hover","#DEATH_HINT_HOVER_004","",""
"weapon","pas_ads_hover","#DEATH_HINT_HOVER_005","",""
"weapon","pas_stealth_movement","#DEATH_HINT_LOW_PROFILE_001","",""
"weapon","pas_enhanced_titan_ai","#DEATH_HINT_ASSAULT_CHIP_001","",""
"weapon","pas_enhanced_titan_ai","#DEATH_HINT_ASSAULT_CHIP_002","",""
"weapon","pas_auto_eject","#DEATH_HINT_AUTO_EJECT_001","",""
"weapon","pas_auto_eject","#DEATH_HINT_AUTO_EJECT_002","",""
"weapon","pas_auto_eject","#DEATH_HINT_AUTO_EJECT_003","",""
"weapon","pas_auto_eject","#DEATH_HINT_AUTO_EJECT_004","",""
"weapon","pas_mobility_dash_capacity","#DEATH_HINT_TURBO_ENGINE_001","",""
"weapon","pas_mobility_dash_capacity","#DEATH_HINT_TURBO_ENGINE_002","",""
"weapon","pas_mobility_dash_capacity","#DEATH_HINT_TURBO_ENGINE_003","",""
"weapon","pas_hyper_core","#DEATH_HINT_OVERCORE_001","",""
"weapon","pas_build_up_nuclear_core","#DEATH_HINT_NUKE_EJECT_001","",""
"weapon","pas_build_up_nuclear_core","#DEATH_HINT_NUKE_EJECT_002","",""
"weapon","pas_anti_rodeo","#DEATH_HINT_COUNTER_READY_001","",""
"weapon","pas_anti_rodeo","#DEATH_HINT_COUNTER_READY_002","",""
"weapon","pas_warpfall","#DEATH_HINT_WARPFALL_001","",""
"weapon","pas_bubbleshield","#DEATH_HINT_DOME_SHIELD_001","",""
"weapon","pas_bubbleshield","#DEATH_HINT_DOME_SHIELD_002","",""
"npc_title","#NPC_TITAN_AUTO_NUKE","#HINT_FD_TITAN_AUTO_NUKE","","fd"
"npc_title","#NPC_TITAN_AUTO_NUKE","#HINT_FD_TITAN_AUTO_NUKE2","","fd"
"npc_title","#NPC_TITAN_ARC","#HINT_FD_TITAN_ARC","","fd"
